code,name,self_employment_income_count,self_employment_income_mean,self_employment_income_median,employment_income_count,employment_income_mean,employment_income_median,pension_income_count,pension_income_mean,pension_income_median,total_income_count,total_income_mean,total_income_median,total_tax_count,total_tax_mean,total_tax_median,total_tax_amount
E14001004,Tunbridge Wells,7,"49,000","17,600",43,"50,200","29,900",16,"23,800","18,700",58,"55,200","31,200",58,"12,400","3,250",724
E14001005,Twickenham,8,"53,100","18,400",49,"67,600","37,900",14,"26,900","21,400",64,"71,100","41,300",64,"18,200","4,990","1,160"
E14001006,Tynemouth,4,"25,500","14,300",43,"32,900","27,300",16,"21,000","18,800",56,"34,700","28,300",56,"4,880","2,720",272
E14001007,Uxbridge and South Ruislip,6,"22,200","18,300",44,"40,100","31,400",10,"18,900","17,300",54,"41,000","31,500",54,"6,770","3,420",366
E14001008,Vauxhall,8,"41,400","15,000",60,"53,900","33,100",5,"17,700","13,900",67,"58,000","33,700",67,"13,800","3,880",917
E14001009,Wakefield,4,"20,700","16,900",38,"30,900","25,900",14,"16,900","16,100",51,"30,900","25,200",51,"3,920","2,300",200
E14001010,Wallasey,3,"19,000","18,700",33,"27,300","24,400",12,"16,000","15,600",42,"28,400","24,800",42,"3,130","2,140",132
E14001011,Walsall North,3,"22,200","20,900",28,"27,900","24,600",8,"16,300","14,600",36,"28,300","23,800",36,"3,180","2,120",116
E14001012,Walsall South,4,"21,400","16,400",34,"26,800","23,100",8,"16,700","15,500",41,"29,000","23,700",41,"3,390","2,020",139
E14001013,Walthamstow,12,"22,700","18,100",48,"39,900","31,500",5,"16,100","15,800",59,"40,600","31,400",59,"6,870","3,430",407
E14001014,Wansbeck,3,"25,400","20,500",31,"29,300","23,600",16,"17,800","16,400",43,"30,600","23,900",43,"3,950","2,000",170
E14001015,Wantage,7,"32,100","20,300",53,"43,900","31,500",18,"22,200","17,700",69,"46,300","32,900",69,"8,900","3,670",611
E14001016,Warley,4,"17,000","14,900",34,"28,100","23,500",6,"13,800","13,900",39,"28,900","24,100",39,"3,320","2,050",130
E14001017,Warrington North,4,"19,700","14,900",40,"31,700","25,400",13,"19,400","17,400",51,"32,800","25,400",51,"4,560","2,360",232
E14001018,Warrington South,5,"28,000","16,000",50,"37,000","27,900",17,"20,500","18,300",65,"39,600","28,700",65,"6,610","2,840",429
E14001019,Warwick and Leamington,5,"26,700","13,800",48,"40,500","30,000",15,"20,500","17,200",60,"43,200","30,800",60,"7,790","3,210",466
E14001020,Washington and Sunderland West,2,"22,100","13,400",31,"28,100","24,700",11,"16,200","16,200",39,"29,100","24,400",39,"3,450","2,210",135
E14001021,Watford,7,"26,900","19,300",52,"40,400","31,500",12,"19,600","18,200",66,"41,200","31,500",66,"6,970","3,330",460
E14001022,Waveney,4,"21,900","15,400",31,"27,300","23,200",15,"18,300","16,400",45,"28,900","23,600",45,"3,350","1,960",152
E14001023,Wealden,10,"32,400","16,700",37,"42,800","26,000",19,"23,100","17,600",56,"49,900","30,000",56,"10,500","2,870",588
E14001024,Weaver Vale,4,"26,500","14,600",35,"35,100","25,600",13,"21,000","18,800",46,"37,600","27,200",46,"6,120","2,630",283
E14001025,Wellingborough,4,"24,000","19,000",48,"29,400","24,500",11,"18,600","16,800",57,"31,700","26,200",57,"4,120","2,440",237
E14001026,Wells,8,"21,300","15,500",39,"29,300","23,500",23,"20,200","16,900",58,"33,300","25,600",58,"4,680","2,290",272
E14001027,Welwyn Hatfield,6,"30,300","17,200",43,"42,800","30,100",12,"21,700","17,900",54,"46,100","31,300",54,"8,940","3,360",487
E14001028,Wentworth and Dearne,4,"22,200","19,000",36,"28,400","23,700",13,"16,400","15,400",48,"28,900","23,600",48,"3,360","2,070",161
E14001029,West Bromwich East,4,"16,000","14,300",32,"26,600","22,600",9,"14,400","14,600",40,"27,000","22,200",40,"2,820","1,710",112
E14001030,West Bromwich West,3,"16,900","17,100",33,"28,000","25,100",7,"14,800","14,100",39,"28,100","24,300",39,"3,110","2,160",120
E14001031,West Dorset,7,"23,700","14,300",34,"30,900","23,800",22,"21,800","17,600",53,"36,200","26,200",53,"5,540","2,470",295
E14001032,West Ham,16,"21,500","20,100",67,"36,900","28,200",5,"13,400","13,300",81,"37,000","28,500",81,"5,830","2,940",473
E14001033,West Lancashire,4,"24,400","14,800",33,"33,100","25,700",15,"21,100","18,500",47,"36,800","27,600",47,"5,590","2,580",262
E14001034,West Suffolk,7,"27,200","18,600",44,"32,300","25,500",13,"20,100","16,900",57,"35,700","26,100",57,"5,480","2,520",314
E14001035,West Worcestershire,7,"28,600","16,200",31,"35,100","25,200",22,"22,200","19,100",50,"39,500","27,300",50,"6,590","2,600",330
E14001036,Westminster North,6,"150,000","17,800",40,"103,000","37,600",6,"28,200","16,400",48,"120,000","40,600",48,"39,300","5,060","1,870"
E14001037,Westmorland and Lonsdale,8,"22,500","16,000",35,"28,400","23,100",19,"20,300","16,400",52,"33,500","25,000",52,"4,710","2,230",246
E14001038,Weston-Super-Mare,5,"21,900","15,800",43,"30,000","25,300",16,"18,800","16,100",57,"32,000","26,300",57,"4,120","2,390",236
E14001039,Wigan,4,"20,200","15,700",43,"29,500","24,300",12,"17,000","16,600",52,"31,300","25,300",52,"3,930","2,300",205
E14001040,Wimbledon,7,"112,000","18,200",46,"79,800","40,300",10,"28,300","21,100",57,"89,900","41,200",57,"25,700","5,020","1,470"
E14001041,Winchester,6,"37,900","12,200",40,"52,500","31,100",16,"25,000","20,200",53,"55,700","33,600",53,"12,400","3,580",663
E14001042,Windsor,6,"35,800","16,400",47,"58,800","35,700",16,"24,400","18,700",62,"61,300","36,300",62,"14,700","4,150",908
E14001043,Wirral South,3,"30,800","16,700",27,"36,000","29,900",12,"20,800","17,400",37,"38,000","30,000",37,"5,980","3,180",221
E14001044,Wirral West,2,"32,500","18,200",25,"35,000","26,200",12,"20,700","18,900",36,"36,800","26,100",36,"5,740","2,500",205
E14001045,Witham,6,"29,700","18,300",37,"39,500","26,900",12,"19,400","16,500",48,"42,500","29,000",48,"7,800","2,820",377
E14001046,Witney,8,"34,400","15,500",50,"39,200","29,100",19,"22,800","18,100",67,"45,300","31,000",67,"8,500","3,240",566
E14001047,Woking,7,"46,900","18,900",48,"51,800","30,000",13,"25,500","18,500",62,"54,500","31,900",62,"12,300","3,370",770
E14001048,Wokingham,6,"26,400","16,200",49,"52,100","37,000",14,"26,000","22,800",63,"52,600","37,900",63,"11,000","4,390",691
E14001049,Wolverhampton North East,3,"18,400","15,500",32,"27,000","23,600",11,"13,800","14,700",41,"27,300","22,100",41,"3,090","1,750",127
E14001050,Wolverhampton South East,3,"18,200","15,400",33,"26,700","23,700",7,"14,100","14,900",40,"26,700","22,800",40,"2,750","1,870",110
E14001051,Wolverhampton South West,4,"21,300","14,900",32,"31,500","24,300",14,"17,300","16,300",44,"32,800","24,700",44,"4,610","2,160",204
E14001052,Worcester,5,"21,400","16,300",40,"30,500","25,800",13,"18,000","16,200",52,"31,900","26,100",52,"4,180","2,520",215
E14001053,Workington,3,"19,600","13,800",28,"30,600","26,000",12,"18,200","17,700",38,"31,900","26,000",38,"4,010","2,400",151
E14001054,Worsley and Eccles South,4,"24,700","17,400",42,"31,800","25,900",12,"17,700","16,500",52,"34,900","26,000",52,"5,200","2,500",268
E14001055,Worthing West,5,"19,700","14,900",37,"33,100","26,200",21,"21,800","18,800",56,"34,500","26,800",56,"4,960","2,530",280
E14001056,Wycombe,6,"28,900","15,600",47,"40,800","28,500",14,"21,500","17,000",60,"44,300","29,900",60,"8,350","2,990",501
E14001057,Wyre and Preston North,6,"28,500","15,900",39,"33,900","26,200",19,"19,400","17,000",55,"37,400","27,800",55,"5,730","2,660",317
E14001058,Wyre Forest,6,"18,800","15,500",36,"29,700","23,700",16,"19,300","16,900",51,"32,200","24,700",51,"4,330","2,140",222
E14001059,Wythenshawe and Sale East,5,"22,400","17,600",42,"32,000","25,600",11,"18,700","16,000",52,"33,500","26,000",52,"4,660","2,550",242
E14001060,Yeovil,6,"20,800","16,000",41,"28,800","23,900",19,"19,100","15,900",58,"30,900","24,400",58,"3,920","2,200",228
E14001061,York Central,4,"24,500","17,300",38,"33,000","26,400",14,"19,800","17,200",50,"34,400","26,000",50,"5,060","2,400",256
E14001062,York Outer,5,"24,500","16,500",36,"36,000","27,000",18,"20,700","18,600",52,"38,000","28,200",52,"6,040","2,770",312
N06000001,Belfast East,3,"30,500","15,700",41,"31,600","26,400",11,"18,900","16,200",49,"33,900","27,300",49,"4,660","2,680",229
N06000002,Belfast North,3,"25,000","15,700",34,"27,100","24,300",9,"19,200","16,800",42,"28,500","24,400",42,"3,240","2,200",136
N06000003,Belfast South,4,"36,200","15,900",38,"37,600","29,600",11,"20,700","18,000",48,"41,000","29,800",48,"6,940","3,180",333
N06000004,Belfast West,2,"17,500","14,700",32,"27,400","25,100",7,"13,100","13,900",36,"27,800","24,400",36,"2,980","2,190",109
N06000005,East Antrim,4,"19,100","15,000",30,"31,200","26,300",12,"19,700","17,500",40,"32,500","26,200",40,"4,350","2,420",175
N06000006,East Londonderry,6,"23,800","16,000",28,"28,200","23,300",10,"21,100","18,600",38,"32,200","26,000",38,"4,090","2,390",157
N06000007,Fermanagh & South Tyrone,8,"15,800","5,040",36,"28,200","24,300",8,"18,400","16,900",45,"31,700","26,200",45,"3,950","2,320",177
N06000008,Foyle,4,"26,400","16,100",33,"28,200","23,900",8,"19,300","16,700",41,"30,700","24,600",41,"3,790","2,210",154
N06000009,Lagan Valley,6,"26,800","15,000",43,"32,500","25,900",13,"20,100","18,000",55,"36,100","26,200",55,"5,480","2,530",300
N06000010,Mid Ulster,7,"18,400","13,300",36,"29,100","23,700",7,"15,100","14,100",44,"32,000","25,100",44,"4,000","2,210",174
N06000011,Newry & Armagh,7,"19,800","14,600",37,"29,000","24,700",8,"16,800","15,100",45,"32,000","26,300",45,"3,940","2,410",178
N06000012,North Antrim,8,"24,200","17,600",38,"27,600","23,800",11,"18,000","15,600",50,"30,900","25,700",50,"3,830","2,450",192
N06000013,North Down,5,"28,900","13,400",34,"31,400","25,100",14,"22,600","17,800",45,"35,900","26,600",45,"5,430","2,480",246
N06000014,South Antrim,6,"18,100","14,400",38,"30,500","26,100",12,"18,200","17,100",48,"32,400","26,400",48,"4,160","2,510",199
N06000015,South Down,10,"22,000","16,000",36,"27,500","22,700",10,"18,300","16,200",48,"31,900","25,000",48,"4,040","2,150",193
N06000016,Strangford,6,"23,300","16,500",30,"29,200","25,100",10,"18,900","15,400",40,"31,800","25,600",40,"4,070","2,370",163
N06000017,Upper Bann,6,"20,100","14,500",48,"27,300","24,300",12,"16,300","14,800",59,"29,300","24,900",59,"3,420","2,170",202
N06000018,West Tyrone,7,"14,700","10,200",29,"27,800","23,300",8,"18,700","16,600",37,"30,500","24,200",37,"3,430","2,070",126
N92000002,Northern Ireland,102,"22,200","14,700",639,"29,600","24,800",181,"18,800","16,500",810,"32,400","25,800",810,"4,250","2,370","3,440"
S14000001,Aberdeen North,3,"20,900","17,800",35,"33,200","26,300",8,"18,100","16,100",41,"33,700","26,400",41,"5,000","2,430",206
S14000002,Aberdeen South,3,"35,300","19,400",37,"43,000","30,400",13,"24,300","19,300",48,"45,000","31,600",48,"8,900","3,420",423
S14000003,Airdrie and Shotts,2,"24,000","19,500",32,"30,100","25,400",7,"15,300","14,700",37,"31,100","25,900",37,"3,960","2,420",148
S14000004,Angus,4,"25,800","16,700",31,"29,700","24,700",14,"18,800","15,700",43,"31,600","24,600",43,"4,240","2,090",181
S14000005,Argyll and Bute,6,"22,700","13,300",29,"32,200","27,400",14,"22,600","17,700",43,"34,900","28,000",43,"5,250","2,730",224
S14000006,"Ayr, Carrick and Cumnock",3,"25,400","16,500",31,"30,500","24,800",17,"21,100","17,100",45,"32,500","25,300",45,"4,640","2,170",209
S14000007,Banff and Buchan,4,"30,700","20,000",34,"30,300","24,600",16,"17,200","15,500",47,"32,500","24,700",47,"4,580","2,130",215
S14000008,"Berwickshire, Roxburgh and Selkirk",7,"22,100","15,500",32,"28,900","24,100",16,"19,500","16,300",46,"32,800","25,900",46,"4,660","2,330",214
S14000009,"Caithness, Sutherland and Easter Ross",3,"20,300","15,200",21,"31,200","25,700",10,"18,300","15,700",29,"33,300","27,100",29,"4,500","2,470",131
S14000010,Central Ayrshire,3,"23,200","14,400",30,"32,000","27,300",13,"21,100","17,900",41,"33,200","26,800",41,"4,770","2,570",194
S14000011,"Coatbridge, Chryston and Bellshill",3,"18,300","14,700",39,"31,000","26,500",10,"14,800","14,100",46,"31,300","26,300",46,"4,040","2,480",187
S14000012,"Cumbernauld, Kilsyth and Kirkintilloch East",3,"22,100","16,600",34,"32,500","26,500",12,"17,000","16,000",44,"32,500","26,000",44,"4,530","2,370",199
S14000013,Dumfries and Galloway,6,"21,800","15,300",34,"27,100","24,100",18,"18,600","16,900",49,"29,900","24,500",49,"3,670","2,170",179
S14000014,"Dumfriesshire, Clydesdale and Tweeddale",5,"28,000","18,000",28,"32,100","25,400",14,"19,600","16,800",41,"34,300","25,900",41,"5,250","2,370",216
S14000015,Dundee East,4,"24,300","13,100",31,"30,800","25,300",12,"19,900","17,400",41,"32,900","25,900",41,"4,570","2,370",190
S14000016,Dundee West,3,"21,200","14,500",29,"28,400","24,100",8,"18,900","16,700",36,"29,400","24,100",36,"3,520","2,080",128
S14000017,Dunfermline and West Fife,4,"24,400","15,300",38,"33,600","29,300",16,"19,800","16,900",52,"33,600","27,000",52,"4,900","2,670",255
S14000018,East Dunbartonshire,4,"39,400","17,600",34,"38,900","30,700",18,"23,400","19,900",50,"40,600","30,600",50,"7,090","3,150",356
S14000019,"East Kilbride, Strathaven and Lesmahagow",4,"23,500","14,800",40,"33,700","28,200",17,"18,300","17,200",54,"34,500","27,400",54,"5,220","2,640",280
S14000020,East Lothian,6,"47,600","16,900",40,"37,300","26,500",17,"21,600","18,500",56,"41,300","27,200",56,"7,830","2,620",441
S14000021,East Renfrewshire,5,"34,400","17,300",38,"38,400","29,800",15,"22,100","19,100",51,"41,900","30,600",51,"7,530","3,210",384
S14000022,Edinburgh East,5,"23,900","16,600",41,"32,500","27,000",9,"19,100","17,200",50,"34,000","27,100",50,"5,030","2,690",253
S14000023,Edinburgh North and Leith,6,"72,000","13,200",52,"42,400","28,400",12,"21,300","18,200",64,"49,300","29,800",64,"10,400","3,020",663
S14000024,Edinburgh South,5,"120,000","14,300",34,"42,900","28,200",13,"24,300","20,000",47,"55,400","31,000",47,"12,800","3,230",595
S14000025,Edinburgh South West,4,"34,500","14,800",42,"36,600","27,600",12,"22,000","17,900",52,"39,300","28,100",52,"7,030","2,840",365
S14000026,Edinburgh West,4,"54,300","16,500",41,"41,900","28,100",15,"25,300","20,700",55,"46,000","29,100",55,"9,480","3,080",519
S14000027,Na h-Eileanan an Iar,1,"17,200","12,600",10,"26,800","24,600",4,"18,300","15,200",13,"30,800","25,800",13,"4,000","2,570",50
S14000028,Falkirk,4,"22,300","17,400",46,"32,200","26,400",16,"19,200","17,700",60,"32,200","26,000",60,"4,520","2,450",273
S14000029,Glasgow Central,4,"26,400","17,000",34,"33,000","26,500",4,"13,600","12,900",38,"35,100","28,600",38,"5,350","2,890",201
S14000030,Glasgow East,3,"18,100","15,100",38,"28,700","24,900",8,"14,600","13,500",44,"29,500","25,100",44,"3,570","2,260",157
S14000031,Glasgow North,3,"31,100","15,000",25,"34,500","26,900",7,"20,200","17,100",32,"37,100","26,900",32,"6,190","2,600",199
S14000032,Glasgow North East,2,"20,500","17,900",30,"28,000","25,000",6,"14,100","13,900",35,"28,300","24,900",35,"3,280","2,250",115
S14000033,Glasgow North West,3,"33,400","18,900",30,"32,700","26,900",9,"20,000","17,000",38,"34,000","27,000",38,"4,970","2,540",190
S14000034,Glasgow South,4,"25,000","15,500",35,"33,400","27,800",10,"19,200","17,800",45,"35,000","27,500",45,"5,270","2,670",236
S14000035,Glasgow South West,3,"21,500","19,200",33,"27,900","24,400",6,"16,300","15,300",38,"28,000","23,600",38,"3,180","2,010",122
S14000036,Glenrothes,3,"22,900","17,200",29,"28,700","24,900",13,"16,100","15,600",39,"29,200","24,100",39,"3,550","2,130",139
S14000037,Gordon,4,"24,300","16,200",44,"38,000","32,000",15,"21,100","18,200",55,"39,700","32,400",55,"6,670","3,500",368
S14000038,Inverclyde,2,"25,300","13,400",28,"30,200","24,100",13,"20,500","16,800",38,"31,500","24,700",38,"4,400","2,220",168
S14000039,"Inverness, Nairn, Badenoch and Strathspey",5,"21,100","14,300",42,"30,200","26,100",15,"19,700","17,400",54,"33,100","27,300",54,"4,570","2,630",248
S14000040,Kilmarnock and Loudoun,4,"21,200","15,600",36,"31,000","26,100",13,"19,600","17,300",48,"31,600","25,600",48,"4,270","2,350",205
S14000041,Kirkcaldy and Cowdenbeath,3,"20,800","16,600",35,"29,800","24,100",14,"18,900","17,100",46,"30,500","24,600",46,"4,030","2,240",188
S14000042,Lanark and Hamilton East,4,"24,400","15,200",37,"34,000","27,200",17,"19,000","17,700",51,"35,400","27,400",51,"5,440","2,720",279
S14000043,Linlithgow and East Falkirk,3,"26,900","13,900",51,"32,300","26,200",14,"18,700","17,200",62,"33,600","26,400",62,"4,960","2,550",306
S14000044,Livingston,4,"18,600","15,100",46,"33,300","27,500",15,"17,100","15,500",58,"33,100","27,400",58,"4,680","2,640",273
S14000045,Midlothian,4,"25,600","18,100",42,"32,500","27,200",14,"18,800","16,700",53,"33,900","27,900",53,"4,970","2,760",262
S14000046,Moray,4,"20,900","14,700",34,"31,000","24,200",16,"19,000","16,700",46,"33,000","25,200",46,"4,600","2,210",214
S14000047,Motherwell and Wishaw,2,"26,500","21,100",37,"31,000","27,200",10,"16,300","15,900",44,"31,900","27,300",44,"4,170","2,610",185
S14000048,North Ayrshire and Arran,3,"19,100","14,400",30,"31,300","26,400",15,"19,600","16,600",43,"31,900","26,300",43,"4,250","2,520",181
S14000049,North East Fife,5,"28,300","16,900",26,"32,400","26,700",15,"22,400","19,700",39,"36,300","28,200",39,"5,890","2,750",230
S14000050,Ochil and South Perthshire,5,"31,200","18,200",41,"34,300","26,800",18,"20,300","17,200",56,"36,300","27,400",56,"5,950","2,650",333
S14000051,Orkney and Shetland,3,"20,600","13,000",17,"31,100","27,600",7,"19,000","16,800",22,"35,600","29,400",22,"5,250","2,900",113
S14000052,Paisley and Renfrewshire North,3,"23,300","17,400",40,"32,500","26,600",16,"17,900","16,400",52,"33,300","26,400",52,"4,630","2,480",239
S14000053,Paisley and Renfrewshire South,3,"22,100","14,000",33,"30,200","24,800",12,"17,700","15,800",43,"30,600","24,300",43,"4,000","2,200",174
S14000054,Perth and North Perthshire,5,"27,400","17,900",40,"29,900","24,200",17,"19,400","16,600",54,"32,600","25,100",54,"4,680","2,270",254
S14000055,"Ross, Skye and Lochaber",6,"22,700","15,400",27,"28,100","25,200",11,"19,800","16,600",38,"31,400","26,100",38,"4,080","2,320",155
S14000056,Rutherglen and Hamilton West,3,"20,300","15,600",43,"31,800","26,600",10,"17,400","16,700",52,"32,200","26,200",52,"4,430","2,580",229
S14000057,Stirling,5,"28,900","14,100",35,"37,400","27,500",15,"22,100","18,800",48,"39,900","28,600",48,"7,060","2,840",338
S14000058,West Aberdeenshire and Kincardine,5,"28,100","17,500",39,"43,700","31,500",17,"22,700","18,600",53,"44,900","31,700",53,"8,760","3,460",468
S14000059,West Dunbartonshire,3,"21,400","14,000",36,"29,300","25,700",13,"15,800","14,600",46,"29,600","25,200",46,"3,700","2,300",169
S92000003,Scotland,226,"29,300","15,900","2,060","33,100","26,600",746,"19,600","16,900","2,690","35,100","26,800","2,690","5,430","2,560","14,600"
W07000041,Ynys M�n,4,"19,300","15,000",24,"27,200","22,700",13,"20,000","17,900",35,"29,000","23,800",35,"3,410","2,010",121
W07000042,Delyn,3,"19,600","16,300",25,"31,000","26,000",12,"21,300","17,500",35,"32,100","25,900",35,"4,180","2,420",147
W07000043,Alyn and Deeside,3,"22,500","18,000",35,"30,900","26,400",12,"18,500","18,200",46,"31,900","26,200",46,"4,100","2,520",187
W07000044,Wrexham,2,"22,000","15,800",29,"28,900","24,300",12,"19,000","16,400",38,"30,700","24,800",38,"3,890","2,170",147
W07000045,Llanelli,3,"16,500","11,800",27,"28,100","24,000",11,"20,900","17,100",37,"29,800","24,100",37,"3,680","2,160",134
W07000046,Gower,4,"19,400","14,500",31,"32,400","26,200",14,"19,400","17,100",43,"34,300","27,100",43,"4,730","2,640",205
W07000047,Swansea West,2,"22,600","14,500",25,"31,700","26,000",10,"20,100","18,900",33,"33,200","26,100",33,"4,400","2,390",146
W07000048,Swansea East,2,"23,400","16,400",29,"26,400","23,700",9,"18,200","17,600",37,"27,900","24,000",37,"3,040","2,120",111
W07000049,Aberavon,2,"20,800","15,800",26,"28,800","23,900",11,"17,300","16,900",35,"28,900","23,400",35,"3,390","1,980",119
W07000050,Cardiff Central,3,"24,400","15,000",28,"32,500","25,400",6,"21,700","18,200",34,"35,500","27,300",34,"5,270","2,570",181
W07000051,Cardiff North,4,"28,300","13,400",35,"36,900","30,300",14,"21,700","19,400",47,"41,600","30,900",47,"6,230","3,160",293
W07000052,Rhondda,3,"19,400","17,700",24,"26,200","23,200",7,"16,200","17,100",31,"26,400","23,000",31,"2,680","1,870",82
W07000053,Torfaen,2,"17,900","14,900",30,"27,500","24,300",10,"16,500","16,300",37,"28,800","24,700",37,"3,210","2,180",119
W07000054,Monmouth,6,"24,800","15,000",31,"34,900","26,000",17,"21,900","18,900",47,"38,100","27,200",47,"6,140","2,690",286
W07000055,Newport East,2,"16,800","15,500",29,"31,100","25,800",9,"19,300","17,700",36,"31,800","25,900",36,"4,080","2,370",148
W07000056,Newport West,3,"16,600","12,700",36,"30,500","26,100",12,"19,100","17,400",46,"31,500","26,000",46,"3,960","2,480",182
W07000057,Arfon,4,"18,800","13,000",20,"27,900","25,000",7,"19,200","16,300",26,"30,700","25,100",26,"3,760","2,380",98
W07000058,Aberconwy,3,"21,000","15,500",18,"29,500","23,700",11,"18,500","16,700",26,"33,100","25,700",26,"4,680","2,360",122
W07000059,Clwyd West,4,"24,100","16,100",25,"28,600","24,000",11,"18,300","16,200",35,"31,500","25,300",35,"4,030","2,220",141
W07000060,Vale of Clwyd,3,"21,600","14,500",24,"27,800","23,700",10,"18,400","16,600",33,"29,700","25,100",33,"3,610","2,230",119
W07000061,Dwyfor Meirionnydd,5,"19,800","13,500",16,"26,400","22,200",10,"19,000","17,000",25,"30,200","23,900",25,"3,720","2,100",95
W07000062,Clwyd South,3,"23,800","14,700",26,"28,800","24,800",10,"18,800","17,300",35,"30,300","24,800",35,"3,780","2,190",131
W07000063,Montgomeryshire,7,"16,400","12,700",21,"26,200","23,300",12,"17,000","16,000",32,"29,000","23,600",32,"3,300","2,010",105
W07000064,Ceredigion,5,"17,900","13,100",22,"26,400","22,700",13,"19,100","16,700",33,"28,900","23,500",33,"3,310","1,950",110
W07000065,Preseli Pembrokeshire,5,"16,500","14,100",23,"26,500","23,000",13,"17,600","15,200",34,"29,100","24,200",34,"3,370","2,100",115
W07000066,Carmarthen West and South Pembrokeshire,5,"16,500","9,970",28,"29,400","24,900",14,"20,200","18,800",40,"32,100","25,800",40,"4,160","2,330",168
W07000067,Carmarthen East and Dinefwr,6,"15,300","11,400",28,"28,100","24,900",13,"17,700","16,100",38,"31,200","26,300",38,"3,720","2,450",143
W07000068,Brecon and Radnorshire,6,"18,600","15,700",21,"29,900","24,300",13,"19,500","18,000",33,"32,400","25,600",33,"4,320","2,350",142
W07000069,Neath,3,"15,300","14,500",25,"27,800","24,600",11,"18,500","17,200",34,"29,300","24,800",34,"3,330","2,140",114
W07000070,Cynon Valley,3,"18,600","16,100",26,"28,100","24,600",8,"18,100","16,500",34,"28,600","24,500",34,"3,240","2,110",110
W07000071,Merthyr Tydfil and Rhymney,3,"20,100","19,000",24,"27,700","24,300",9,"15,900","14,600",31,"28,200","24,300",31,"3,120","2,140",96
W07000072,Blaenau Gwent,2,"18,000","16,400",24,"26,800","24,000",8,"14,800","14,900",31,"26,700","22,900",31,"2,760","1,960",85
W07000073,Bridgend,3,"20,200","16,600",30,"31,800","27,300",12,"19,800","18,300",41,"32,600","27,000",41,"4,160","2,580",169
W07000074,Ogmore,2,"17,600","13,700",27,"30,400","27,200",12,"17,000","16,300",37,"30,100","25,800",37,"3,570","2,320",131
W07000075,Pontypridd,3,"21,700","18,900",32,"30,100","24,200",13,"18,500","17,400",43,"31,100","24,600",43,"3,810","2,140",163
W07000076,Caerphilly,3,"22,000","17,500",30,"29,800","25,800",10,"18,500","16,800",38,"31,400","26,000",38,"3,900","2,410",149
W07000077,Islwyn,3,"20,000","17,300",25,"28,100","23,600",11,"15,600","15,300",34,"28,400","23,600",34,"3,190","1,960",110
W07000078,Vale of Glamorgan,5,"24,200","13,600",36,"32,000","24,200",17,"20,900","17,800",51,"35,500","25,800",51,"5,280","2,450",270
W07000079,Cardiff West,4,"26,600","15,300",36,"33,100","26,500",11,"20,400","18,100",45,"36,600","28,000",45,"5,430","2,790",243
W07000080,Cardiff South and Penarth,4,"20,500","16,000",40,"31,700","25,100",12,"18,600","17,200",50,"32,800","25,600",50,"4,540","2,300",228
W92000004,Wales,142,"20,100","14,900","1,090","29,800","24,800",448,"18,900","17,000","1,480","31,600","25,200","1,480","4,040","2,280","5,970"
